,Unnamed: 0,company_name,Date,Share Type,Amount Raised,Raised to Date,Issue Price,Post Money Valuation,Key Investors,Price Per Share,Shares Outstanding,Percent Shares Outstanding,Liquidation Pref Order,Liquidation Pref As Multiplier,Conversion Ratio,Participating,Participation Cap,Dividend Rate,Cumulative,Investors
1595,1595,workboard,May 2021,Series D,$75MM,$139.47MM,$4.18,$800.23MM,"Softbank, M12, GGV",$0.78,"29,543,995",20.3%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"GGV, M12, Workday Ventures, Floodgate, Opus Capital"
1596,1596,workboard,Jan 2020,Series C,$30MM,$64.47MM,$1.47,$244.32MM,"Andreessen Horowitz, M12, GGV",$0.78,"29,543,995",20.3%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"GGV, M12, Workday Ventures, Floodgate, Opus Capital"
1597,1597,workboard,Dec 2017,Series A-1,$8.63MM,$11.47MM,$0.23,$23.77MM,"Floodgate, M12",$0.78,"29,543,995",20.3%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"GGV, M12, Workday Ventures, Floodgate, Opus Capital"
1598,1598,workboard,Feb 2014,Series A,$2.84MM,$2.84MM,$0.14,$5.69MM,"Granite Ventures, Opus Capital, Crosslink",$0.78,"29,543,995",20.3%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"GGV, M12, Workday Ventures, Floodgate, Opus Capital"
1599,1599,workboard,Mar 2019,Series B,$23MM,$34.47MM,$0.78,$113.39MM,"GGV, M12, Workday Ventures",$0.78,"29,543,995",20.3%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"GGV, M12, Workday Ventures, Floodgate, Opus Capital"
1600,1600,rappi,Jul 2021,Series F,$496.1MM,$1.96B,$64.42,$5.25B,"T. Rowe Price, Baillie Gifford, Third Point",$0.95,"7,045,372",2.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Burch Creative Capital, Floodgate Fund, ONEVC"
1601,1601,rappi,Sep 2020,Series E,$328.07MM,$1.46B,$59.75,$3.8B,"T. Rowe Price, Andreesen Horowitz, DST Global",$0.95,"7,045,372",2.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Burch Creative Capital, Floodgate Fund, ONEVC"
1602,1602,rappi,Apr 2019,Series D,$710MM,$1.13B,$52.06,$3.12B,"SoftBank, DST Global, Y Combinator",$0.95,"7,045,372",2.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Burch Creative Capital, Floodgate Fund, ONEVC"
1603,1603,rappi,Aug 2018,Series C,$218.21MM,$422.7MM,$24.17,$1.45B,"DST Global, Endeavor Catalyst, ONEVC",$0.95,"7,045,372",2.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Burch Creative Capital, Floodgate Fund, ONEVC"
1604,1604,rappi,Jan 2018,Series B,$183.32MM,$204.49MM,$16.22,$971.97MM,"Delivery Hero, Endeavor Catalyst, Foundation Capital",$0.95,"7,045,372",2.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Burch Creative Capital, Floodgate Fund, ONEVC"
1605,1605,rappi,Jan 2016,Series A-7,$3MM,$3MM,$5.66,$338.84MM,"Burch Creative Capital, Floodgate Fund, ONEVC",$0.95,"7,045,372",2.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Burch Creative Capital, Floodgate Fund, ONEVC"
1606,1606,rappi,Jan 2016,Series A-6,$1.47MM,$1.47MM,$2.98,$338.84MM,"Burch Creative Capital, Floodgate Fund, ONEVC",$0.95,"7,045,372",2.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Burch Creative Capital, Floodgate Fund, ONEVC"
1607,1607,rappi,Jan 2016,Series A-5,$6.24MM,$6.24MM,$2.48,$338.84MM,"Burch Creative Capital, Floodgate Fund, ONEVC",$0.95,"7,045,372",2.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Burch Creative Capital, Floodgate Fund, ONEVC"
1608,1608,rappi,Jan 2016,Series A-4,$388.54K,$388.54K,$2.18,$338.84MM,"Burch Creative Capital, Floodgate Fund, ONEVC",$0.95,"7,045,372",2.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Burch Creative Capital, Floodgate Fund, ONEVC"
1609,1609,rappi,Jan 2016,Series A-3,$3.25MM,$3.25MM,$1.98,$338.84MM,"Burch Creative Capital, Floodgate Fund, ONEVC",$0.95,"7,045,372",2.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Burch Creative Capital, Floodgate Fund, ONEVC"
1610,1610,rappi,Jan 2016,Series A-2,$100K,$100K,$0.88,$338.84MM,"Burch Creative Capital, Floodgate Fund, ONEVC",$0.95,"7,045,372",2.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Burch Creative Capital, Floodgate Fund, ONEVC"
1611,1611,rappi,Jan 2016,Series A-1,$6.72MM,$6.72MM,$0.95,$338.84MM,"Burch Creative Capital, Floodgate Fund, ONEVC",$0.95,"7,045,372",2.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Burch Creative Capital, Floodgate Fund, ONEVC"
1612,1612,skykick,Sep 2021,Series B,$65MM,$106.77MM,$9.51,$443.87MM,"Morgan Stanley, Navin Thukkaram, Craig Nerenberg",$6.98,"5,988,162",20.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Navin Thukkaram, Tim Ferriss, Karl-Theodor zu Guttenberg, Craig Nerenberg"
1613,1613,skykick,Sep 2021,Series B-2,$1.1MM,$42.87MM,$8.08,$443.87MM,"Morgan Stanley, Navin Thukkaram, Craig Nerenberg",$6.98,"5,988,162",20.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Navin Thukkaram, Tim Ferriss, Karl-Theodor zu Guttenberg, Craig Nerenberg"
1614,1614,skykick,Sep 2021,Series B-1,$20.71MM,$62.48MM,$7.61,$443.87MM,"Morgan Stanley, Navin Thukkaram, Craig Nerenberg",$6.98,"5,988,162",20.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Navin Thukkaram, Tim Ferriss, Karl-Theodor zu Guttenberg, Craig Nerenberg"
1615,1615,skykick,May 2018,Series A,$41.77MM,$41.77MM,$6.98,$208.84MM,"Navin Thukkaram, Tim Ferriss, Karl-Theodor zu Guttenberg",$6.98,"5,988,162",20.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Navin Thukkaram, Tim Ferriss, Karl-Theodor zu Guttenberg, Craig Nerenberg"
1616,1616,smartasset,Jun 2021,Series D,$113.35MM,$161.19MM,$72.98,$1.06B,"TTV Capital, Javelin Venture Partners, Contour Venture Partners",$7.47,"267,614",1.8%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Focus Financial Partners, Javelin Venture Partners, TTV Capital, IA Capital, Citi Ventures"
1617,1617,smartasset,Jun 2018,Series C,$26MM,$45.84MM,$9.34,$116.59MM,"Focus Financial Partners, Javelin Venture Partners, TTV Capital",$7.47,"267,614",1.8%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Focus Financial Partners, Javelin Venture Partners, TTV Capital, IA Capital, Citi Ventures"
1618,1618,smartasset,Sep 2016,Series B,$12.08MM,$19.84MM,$6.19,$63.94MM,"IA Capital Group, TTV Capital, Transamerica Ventures",$7.47,"267,614",1.8%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Focus Financial Partners, Javelin Venture Partners, TTV Capital, IA Capital, Citi Ventures"
1619,1619,smartasset,May 2014,Series A,$5.14MM,$7.76MM,$2.64,$19.71MM,"Javelin Venture Partners, SV Angel, Otter Rock Capital",$7.47,"267,614",1.8%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Focus Financial Partners, Javelin Venture Partners, TTV Capital, IA Capital, Citi Ventures"
1620,1620,smartasset,Oct 2012,Series Seed,$2.61MM,$2.61MM,$1.46,$8.71MM,"Javelin Venture Partners, North Bridge Venture Partners, Y Combinator",$7.47,"267,614",1.8%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Focus Financial Partners, Javelin Venture Partners, TTV Capital, IA Capital, Citi Ventures"
1621,1621,smartasset,Jun 2018,Series C-1,$2MM,$21.84MM,$7.47,$112.88MM,"Focus Financial Partners, Javelin Venture Partners, TTV Capital",$7.47,"267,614",1.8%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Focus Financial Partners, Javelin Venture Partners, TTV Capital, IA Capital, Citi Ventures"
1622,1622,sysdig,Dec 2021,Series G,$350MM,$744.27MM,$16.23,$2.5B,"Permira, Guggenheim Investments, Accel",$0.40,"5,837,244",21.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Bain Capital Ventures, Mind the Bridge, MTS Fund, Riccardo Di Blasio"
1623,1623,sysdig,Apr 2021,Series F,$187.79MM,$394.27MM,$8.97,$1.19B,"Premji Invest, Third Point Ventures, Accel",$0.40,"5,837,244",21.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Bain Capital Ventures, Mind the Bridge, MTS Fund, Riccardo Di Blasio"
1624,1624,sysdig,Jan 2020,Series E,$70.38MM,$206.48MM,$4.61,$482.77MM,"Accel, Bain Capital Ventures, Insight Partners",$0.40,"5,837,244",21.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Bain Capital Ventures, Mind the Bridge, MTS Fund, Riccardo Di Blasio"
1625,1625,sysdig,Sep 2018,Series D,$83MM,$136.1MM,$4.26,$340.24MM,"Accel, Bain Capital Ventures, Insight Partners",$0.40,"5,837,244",21.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Bain Capital Ventures, Mind the Bridge, MTS Fund, Riccardo Di Blasio"
1626,1626,sysdig,Oct 2017,Series C,$25MM,$53.11MM,$3.42,$190MM,Accel,$0.40,"5,837,244",21.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Bain Capital Ventures, Mind the Bridge, MTS Fund, Riccardo Di Blasio"
1627,1627,sysdig,Apr 2016,Series B,$15.1MM,$28.11MM,$1.99,$90.96MM,"Accel, Bain Capital Ventures",$0.40,"5,837,244",21.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Bain Capital Ventures, Mind the Bridge, MTS Fund, Riccardo Di Blasio"
1628,1628,sysdig,Jul 2015,Series A,$10.65MM,$13.01MM,$1.06,$40.32MM,"Accel, Bain Capital Ventures",$0.40,"5,837,244",21.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Bain Capital Ventures, Mind the Bridge, MTS Fund, Riccardo Di Blasio"
1629,1629,sysdig,Jun 2013,Series Seed,$2.36MM,$2.36MM,$0.40,$11.23MM,"Bain Capital Ventures, Mind the Bridge, MTS Fund",$0.40,"5,837,244",21.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Bain Capital Ventures, Mind the Bridge, MTS Fund, Riccardo Di Blasio"
1630,1630,tala,Oct 2021,Series E,$148.39MM,$362.4MM,$3.42,$736.75MM,"Upstart, Stellar Development Foundation, Kindred Ventures",$0.09,"3,723,956",40.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,India Internet Fund
1631,1631,tala,Aug 2019,Series D,$111MM,$214.02MM,$3.38,$595.39MM,"RPS Ventures, GGV, IVP",$0.09,"3,723,956",40.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,India Internet Fund
1632,1632,tala,Apr 2018,Series C,$60MM,$103.02MM,$1.68,$245.14MM,"Revolution Growth, IVP, Data Collective",$0.09,"3,723,956",40.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,India Internet Fund
1633,1633,tala,Feb 2017,Series B,$30.34MM,$43.02MM,$0.72,$77.92MM,"IVP, Ribbit Capital, Lowercase Capital",$0.09,"3,723,956",40.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,India Internet Fund
1634,1634,tala,Jun 2015,Series A,$10.33MM,$12.68MM,$0.54,$34.79MM,"Data Collective, Bam Ventures Wonder Ventures, Clocktower Technology Ventures",$0.09,"3,723,956",40.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,India Internet Fund
1635,1635,tala,Feb 2012,Seed-2,$2.03MM,$2.35MM,$0.13,$5.02MM,"Lowercase Capital, Google Ventures, Collaborative Fund",$0.09,"3,723,956",40.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,India Internet Fund
1636,1636,tala,Aug 2011,Seed-1,$317.65K,$317.65K,$0.09,$794.13K,India Internet Fund,$0.09,"3,723,956",40.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,India Internet Fund
1637,1637,tamr,Jun 2022,Series C-1,$20.56MM,$98.91MM,$8.32,$276.84MM,Dcode Capital,$1.00,"3,750,000",45.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,Undisclosed Investors
1638,1638,tamr,Jul 2018,Series B,$64.09MM,$78.34MM,$7.21,$210.23MM,"SBI Investment, Intage Open Innovation Fund, Samsung Ventures",$1.00,"3,750,000",45.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,Undisclosed Investors
1639,1639,tamr,May 2014,Series A-1,$10.5MM,$14.25MM,$2.16,$33.82MM,"Google Ventures, New Enterprise Associates",$1.00,"3,750,000",45.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,Undisclosed Investors
1640,1640,tamr,Feb 2013,Series A,$3.75MM,$3.75MM,$1.00,$8.33MM,Undisclosed Investors,$1.00,"3,750,000",45.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,Undisclosed Investors
1641,1641,tealium,Feb 2021,Series G,$95.6MM,$223.6MM,$13.43,$1.13B,"Georgian, Silver Lake Partners",$0.06,"1,766,666",10.0%,2nd,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Undisclosed Investors
1642,1642,tealium,May 2019,Series F,$55MM,$128MM,$11.12,$882.64MM,"Silver Lake Partners, Bain Capital, Declaration Partners",$0.06,"1,766,666",10.0%,2nd,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Undisclosed Investors
1643,1643,tealium,Sep 2016,Series E,$15MM,$73MM,$4.46,$304.72MM,"Georgian Partners, Bain Capital, Battery Ventures",$0.06,"1,766,666",10.0%,2nd,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Undisclosed Investors
1644,1644,tealium,Feb 2015,Series D,$30.69MM,$58MM,$4.73,$287.73MM,"Bain Capital, Battery Ventures, Tenaya Capital",$0.06,"1,766,666",10.0%,2nd,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Undisclosed Investors
1645,1645,tealium,Apr 2013,Series C,$15.6MM,$27.31MM,$2.94,$153.73MM,"Tenaya Capital, Battery Ventures, Presidio Ventures",$0.06,"1,766,666",10.0%,2nd,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Undisclosed Investors
1646,1646,tealium,Jul 2012,Series B,$10.5MM,$11.71MM,$1.04,$46.35MM,Battery Ventures,$0.06,"1,766,666",10.0%,2nd,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Undisclosed Investors
1647,1647,tealium,Jan 2012,Series A,$1.1MM,$1.1MM,$0.29,$6.48MM,"Jeff Lunsford, Joe Apprendi, Thomas Falks",$0.06,"1,766,666",10.0%,2nd,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Undisclosed Investors
1648,1648,tealium,Jan 2012,Series AA,$110.06K,$110.06K,$0.06,$1.1MM,Undisclosed Investors,$0.06,"1,766,666",10.0%,2nd,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Undisclosed Investors
1649,1649,thirdlove,Feb 2019,Series B-2,$40MM,$51.63MM,$7.41,$670.66MM,"L. Catterton, Allen & Company, Anne Wojcicki",$0.31,"14,973,240",35.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"NEA, Andreessen Horowitz, Felicis Ventures, Novel TMT, Yuri Milner, Keith Rabois"
1650,1650,thirdlove,Feb 2019,Series B,$18.51MM,$30.14MM,$2.33,$670.66MM,"L. Catterton, Allen & Company, Anne Wojcicki",$0.31,"14,973,240",35.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"NEA, Andreessen Horowitz, Felicis Ventures, Novel TMT, Yuri Milner, Keith Rabois"
1651,1651,thirdlove,Feb 2019,Series B-1,$2.02MM,$13.65MM,$0.73,$670.66MM,"L. Catterton, Allen & Company, Anne Wojcicki",$0.31,"14,973,240",35.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"NEA, Andreessen Horowitz, Felicis Ventures, Novel TMT, Yuri Milner, Keith Rabois"
1652,1652,thirdlove,Feb 2016,Series A,$7MM,$11.63MM,$0.37,$22.73MM,"Cat Empire Investments, Claire Bennett, Andrew Berman",$0.31,"14,973,240",35.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"NEA, Andreessen Horowitz, Felicis Ventures, Novel TMT, Yuri Milner, Keith Rabois"
1653,1653,thirdlove,Aug 2013,Series Seed,$4.63MM,$4.63MM,$0.31,$13.24MM,"NEA, Andreessen Horowitz, Felicis Ventures",$0.31,"14,973,240",35.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"NEA, Andreessen Horowitz, Felicis Ventures, Novel TMT, Yuri Milner, Keith Rabois"
1654,1654,veem,Sep 2020,Series C-2,$15.42MM,$79.35MM,$4.89,$228.43MM,"Truist Ventures, MUFG Innovation Partners, AB Ventures",$1.13,"6,547,566",12.5%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Kleiner Perkins Caufield & Byers, Pantera Capital, Digital Currency Group, FS Venture Capital"
1655,1655,veem,Sep 2020,Series C-1,$15.58MM,$79.5MM,$4.89,$228.43MM,"Truist Ventures, MUFG Innovation Partners, AB Ventures",$1.13,"6,547,566",12.5%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Kleiner Perkins Caufield & Byers, Pantera Capital, Digital Currency Group, FS Venture Capital"
1656,1656,veem,Sep 2018,Series B-4,$18MM,$56.93MM,$4.66,$174.69MM,"Goldman Sachs, Extol, GV",$1.13,"6,547,566",12.5%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Kleiner Perkins Caufield & Byers, Pantera Capital, Digital Currency Group, FS Venture Capital"
1657,1657,veem,Sep 2018,Series B-5,$7MM,$45.93MM,$4.66,$174.69MM,"Goldman Sachs, Extol, GV",$1.13,"6,547,566",12.5%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Kleiner Perkins Caufield & Byers, Pantera Capital, Digital Currency Group, FS Venture Capital"
1658,1658,veem,Mar 2017,Series B-3,$4MM,$17.43MM,$4.01,$124.99MM,"National Australia Bank Ventures, GV, SBI Investment Co.",$1.13,"6,547,566",12.5%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Kleiner Perkins Caufield & Byers, Pantera Capital, Digital Currency Group, FS Venture Capital"
1659,1659,veem,Mar 2017,Series B-1,$19.5MM,$32.93MM,$3.10,$124.99MM,"National Australia Bank Ventures, GV, SBI Investment Co.",$1.13,"6,547,566",12.5%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Kleiner Perkins Caufield & Byers, Pantera Capital, Digital Currency Group, FS Venture Capital"
1660,1660,veem,Mar 2017,Series B-2,$2MM,$15.43MM,$3.10,$124.99MM,"National Australia Bank Ventures, GV, SBI Investment Co.",$1.13,"6,547,566",12.5%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Kleiner Perkins Caufield & Byers, Pantera Capital, Digital Currency Group, FS Venture Capital"
1661,1661,veem,Nov 2015,Series A-2,$6MM,$6MM,$2.27,$59.59MM,"Kleiner Perkins Caufield & Byers, Pantera Capital, Digital Currency Group",$1.13,"6,547,566",12.5%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Kleiner Perkins Caufield & Byers, Pantera Capital, Digital Currency Group, FS Venture Capital"
1662,1662,veem,Nov 2015,Series A-1,$7.43MM,$7.43MM,$1.13,$59.59MM,"Kleiner Perkins Caufield & Byers, Pantera Capital, Digital Currency Group",$1.13,"6,547,566",12.5%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Kleiner Perkins Caufield & Byers, Pantera Capital, Digital Currency Group, FS Venture Capital"
1663,1663,anthropic,Mar 2024,Series D-3,$3.42B,$6.98B,$30.00,$18.4B,Amazon,$2.57,"48,574,420",20.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Jaan Tallinn, James McClave, Dustin Moskovitz, Eric Schmidt, Center for Emerging Risk Research"
1664,1664,anthropic,Mar 2024,Series D-2,$120MM,$3.67B,$27.00,$18.4B,Amazon,$2.57,"48,574,420",20.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Jaan Tallinn, James McClave, Dustin Moskovitz, Eric Schmidt, Center for Emerging Risk Research"
1665,1665,anthropic,Oct 2023,Series D-1,$2B,$3.55B,$30.00,$14.55B,Google,$2.57,"48,574,420",20.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Jaan Tallinn, James McClave, Dustin Moskovitz, Eric Schmidt, Center for Emerging Risk Research"
1666,1666,anthropic,May 2023,Series C-2,$150MM,$1.26B,$11.23,$4.99B,"Google, Salesforce Ventures, Sound Ventures",$2.57,"48,574,420",20.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Jaan Tallinn, James McClave, Dustin Moskovitz, Eric Schmidt, Center for Emerging Risk Research"
1667,1667,anthropic,May 2023,Series C-1,$296.34MM,$1.4B,$11.23,$4.99B,"Google, Salesforce Ventures, Sound Ventures",$2.57,"48,574,420",20.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Jaan Tallinn, James McClave, Dustin Moskovitz, Eric Schmidt, Center for Emerging Risk Research"
1668,1668,anthropic,Feb 2023,Series B,$981.5MM,$1.11B,$11.23,$4.02B,"Sam Bankman-Fried, Caroline Ellison, Jim McClave",$2.57,"48,574,420",20.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Jaan Tallinn, James McClave, Dustin Moskovitz, Eric Schmidt, Center for Emerging Risk Research"
1669,1669,anthropic,May 2021,Series A,$124.62MM,$124.62MM,$2.57,$623.11MM,"Jaan Tallinn, James McClave, Dustin Moskovitz",$2.57,"48,574,420",20.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Jaan Tallinn, James McClave, Dustin Moskovitz, Eric Schmidt, Center for Emerging Risk Research"
1670,1670,flexport,Sep 2017,Series C,$159.68MM,$249.05MM,$3.55,$953.3MM,"DST Global, Founders Fund, Susa Ventures",$0.68,"42,231,600",28.1%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Founders Fund, 7percent Ventures, Ceyuan Ventures, Felicis Ventures, Fenway Summer Ventures, FJ Labs, Initialized Capital, A-Grade Investments, Bloomberg Beta, Cherubic Ventures, First Round Capital, FUEL Capital, Google Ventures, Susa Ventures, Y Combinator"
1671,1671,flexport,Sep 2016,Series B-1,$60.46MM,$89.24MM,$1.81,$380.57MM,"Founders Fund, Bloomberg Beta, Felicis Ventures",$0.68,"42,231,600",28.1%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Founders Fund, 7percent Ventures, Ceyuan Ventures, Felicis Ventures, Fenway Summer Ventures, FJ Labs, Initialized Capital, A-Grade Investments, Bloomberg Beta, Cherubic Ventures, First Round Capital, FUEL Capital, Google Ventures, Susa Ventures, Y Combinator"
1672,1672,flexport,Sep 2016,Series B-2,$125K,$28.91MM,$0.68,$320.11MM,"Founders Fund, Bloomberg Beta, Felicis Ventures",$0.68,"42,231,600",28.1%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Founders Fund, 7percent Ventures, Ceyuan Ventures, Felicis Ventures, Fenway Summer Ventures, FJ Labs, Initialized Capital, A-Grade Investments, Bloomberg Beta, Cherubic Ventures, First Round Capital, FUEL Capital, Google Ventures, Susa Ventures, Y Combinator"
1673,1673,flexport,Aug 2015,Series A,$28.79MM,$28.79MM,$0.68,$102.54MM,"Founders Fund, 7percent Ventures, Ceyuan Ventures",$0.68,"42,231,600",28.1%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Founders Fund, 7percent Ventures, Ceyuan Ventures, Felicis Ventures, Fenway Summer Ventures, FJ Labs, Initialized Capital, A-Grade Investments, Bloomberg Beta, Cherubic Ventures, First Round Capital, FUEL Capital, Google Ventures, Susa Ventures, Y Combinator"
1674,1674,betterment,Sep 2021,Series F,$60MM,$336.99MM,$12.56,$1.28B,"Treasury, Kinnevik, Bessemer Venture Partners",$0.34,"8,749,162",35.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Bessemer Venture Partners, Anthemis Group, Reinmkr"
1675,1675,betterment,Jul 2017,Series E,$172MM,$276.99MM,$9.33,$722.81MM,"Kinnevik, Bessemer Venture Partners, Citi Ventures",$0.34,"8,749,162",35.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Bessemer Venture Partners, Anthemis Group, Reinmkr"
1676,1676,betterment,Feb 2015,Series D,$60MM,$104.99MM,$7.65,$499.87MM,"Francisco Partners, Haystack Partners, Anthemis Group",$0.34,"8,749,162",35.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Bessemer Venture Partners, Anthemis Group, Reinmkr"
1677,1677,betterment,Apr 2014,Series C,$32MM,$44.99MM,$2.62,$151.34MM,"Citi Ventures, Globespan Capital Partners, Menlo Ventures",$0.34,"8,749,162",35.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Bessemer Venture Partners, Anthemis Group, Reinmkr"
